rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist
76,BD-11 4672 b,BD-11 4672,b,1,2,Radial Velocity,2014,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,278.3688659,-11.6370481,-1.35959,20.54287,11.55951,278.36653,1634.0,14.1,1.25,206.5895,0.65,Msini,0.405,K7 V,4550.0,0.64,0.65,-0.804,7.4,4.64,3.53,25.0,1.0,27.1665
77,BD-11 4672 c,BD-11 4672,c,1,2,Radial Velocity,2020,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,278.3688659,-11.6370481,-1.35959,20.54287,11.55951,278.36653,74.2,4.04,0.36,15.37,0.04836,Msini,1.28,K7V,4550.0,0.64,0.65,-0.804,7.4,4.64,3.53,25.0,1.0,27.1665
78,BD-13 2130 b,BD-13 2130,b,1,1,Radial Velocity,2007,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,114.2884692,-13.9066703,3.53127,230.52055,-34.9212,119.14067,714.29999,12.5,1.11,3108.3774,9.78,Msini,8.75,G5 IV/V,4545.0,19.17,2.12,2.043,0.74,2.2,,,,925.214
79,BD-14 3065 b,BD-14 3065 A,b,3,1,Transit,2024,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,153.6696689,-15.6428372,32.77156,256.57364,-24.66343,161.74476,4.2889731,21.59,1.926,3932.0,12.37,Mass,2.15,,6935.0,2.35,1.41,1.06,2.24,3.85,0.223,4.3,22.0,589.423
80,BD-17 63 b,BD-17 63,b,1,1,Radial Velocity,2008,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,7.1413494,-16.2273254,-77.87825,95.83026,-17.69021,359.8973,655.57,12.8,1.15,1639.99458,5.16,Mass,4.3,K5 V,4714.0,0.74,0.74,-0.678,4.3,4.26,2.75844,,1.5,34.4603
81,BD-210397 b,BD-210397,b,1,2,Radial Velocity,2023,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,33.3024198,-21.1962147,-70.45622,199.69949,-32.36798,22.68899,1891.0,14.0,1.25,214.0,0.7,Msini,0.429,K7 V,4051.0,0.75,0.68,-0.87,6.2,4.67,2.23897,,1.0,23.7324
82,BD-210397 c,BD-210397,c,1,2,Radial Velocity,2023,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,33.3024198,-21.1962147,-70.45622,199.69949,-32.36798,22.68899,6240.0,12.9,1.15,1525.57635,4.8,Mass,3.91,K7 V,4051.0,0.75,0.69,-0.87,4.0,4.67,2.23897,,3.2,23.7324
83,CD Cet b,CD Cet,b,1,1,Radial Velocity,2020,Ground,Calar Alto Observatory,3.5 m telescope,CARMENES,48.3530155,4.7751881,-43.1678,175.42689,-12.69914,47.24706,2.2907,1.82,0.162,3.95,0.01243,Msini,3.6,M5.0 V,3130.0,0.17,0.16,-2.533,3.0,4.93,30.35878,126.2,2.0,8.60715
84,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,1,1,Imaging,2011,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,224.6208333,10.2286111,55.65506,9.59427,25.96906,218.81934,10037.5,12.4,1.11,3337.1,10.5,Mass,9.62,,580.5,,0.02,,,4.72,,,,23.1
85,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,b,1,1,Imaging,2021,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,WFC3 Camera,246.934277,-23.98115,16.96444,353.60499,-2.20713,249.00827,8040000.0,20.849,1.86,2479.06157,7.8,Mass,1.5,M9-L1,2320.0,0.24,0.01,-2.85,0.003,3.85,,,,
86,CHXR 73 b,CHXR 73,b,1,1,Imaging,2006,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,ACS Camera,166.6193985,-77.6258725,-15.92181,297.2776,-66.3331,238.71128,,12.3,1.1,3994.486,12.569,Mass,11.8,M3.5,3099.0,,0.35,,0.002,,,,,190.374
87,CI Tau c,CI Tau,c,1,1,Radial Velocity,2024,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,68.4667685,22.8416192,-16.63607,175.46435,0.86834,70.22299,25.2,13.0,1.16,1144.18227,3.6,Msini,2.86,K7,3807.0,1.88,0.9,-0.255,0.003,,,,,157.998
88,COCONUTS-2 b,COCONUTS-2 A,b,1,1,Imaging,2021,Ground,NASA Infrared Telescope Facility (IRTF),3.2 m telescope,SpeX,117.300914,-76.702696,-23.12313,288.91588,-76.95252,242.1415,402000000.0,12.442,1.11,2002.31896,6.3,Mass,5.71,M3 V,3406.0,0.39,0.37,-1.732,0.475,4.83,9.13895,2.83,,10.8864
89,CT Cha b,CT Cha,b,1,1,Imaging,2007,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,166.0375038,-76.4553693,-14.90929,296.65359,-66.12679,235.83423,,24.66,2.2,5403.0,17.0,Mass,1.98,K5e,4403.0,1.68,,-0.102,0.002,3.66,,,13.97,190.72
90,CoRoT-1 b,CoRoT-1,b,1,1,Transit,2008,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,102.0798591,-3.1021394,-2.10712,215.33882,-25.9795,103.43795,1.5089557,16.7,1.49,327.35,1.03,Mass,0.38,G0 V,5950.0,1.11,0.95,0.298,1.6,4.25,0.93,,5.2,787.909
91,CoRoT-10 b,CoRoT-10,b,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,291.0636813,0.7460143,-6.95299,37.36069,22.5266,292.89599,13.2406,10.87,0.97,874.0,2.75,Mass,3.7,K1 V,5075.0,0.79,0.89,-0.726,3.0,4.65,3.32,,2.0,338.386
92,CoRoT-11 b,CoRoT-11,b,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,280.6872998,5.9376586,4.63005,37.24009,28.92669,282.16226,2.99433,16.03,1.43,740.51,2.33,Mass,0.99,F6 V,6440.0,1.37,1.27,0.378,2.0,4.22,0.69,,40.0,655.037
93,CoRoT-12 b,CoRoT-12,b,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,100.7656871,-1.2964437,-2.45441,213.13155,-24.29495,101.82309,2.828042,16.14,1.44,291.438,0.917,Mass,0.411,,5675.0,1.12,1.08,0.07,6.3,4.38,1.08,,1.0,1126.37
94,CoRoT-13 b,CoRoT-13,b,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,102.7211432,-5.0864557,-2.43966,217.3986,-27.89339,104.36935,4.03519,9.92,0.885,415.704,1.308,Mass,2.34,G0 V,5945.0,1.01,1.09,0.073,1.635,4.46,1.468,,4.0,1148.93
95,CoRoT-14 b,CoRoT-14,b,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,103.4242023,-5.5360385,-2.02059,218.11787,-28.26924,105.21063,1.51214,12.22,1.09,2415.4,7.6,Mass,7.3,F9 V,6035.0,1.21,1.13,0.119,4.2,4.35,0.91,,9.0,1744.6
96,CoRoT-16 b,CoRoT-16,b,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,278.5246658,-6.0026026,1.1011,25.61433,17.17439,278.87636,5.35227,13.11,1.17,170.032,0.535,Mass,0.44,G5 V,5650.0,1.19,1.1,-0.435,6.73,4.36,0.93,,1.0,732.409
97,CoRoT-17 b,CoRoT-17,b,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,278.699236,-6.612288,0.66631,25.15299,16.55509,279.01767,3.7681,11.43,1.02,772.29,2.43,Mass,2.82,G2 V,5740.0,1.59,1.04,0.134,10.7,4.4,0.32,,4.5,1176.12
98,CoRoT-18 b,CoRoT-18,b,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,98.1724172,-0.0316045,-4.18491,210.8191,-23.2188,98.89441,1.9000693,14.68,1.31,1102.82,3.47,Mass,2.2,G9 V,5440.0,1.0,0.95,-0.17,0.032,4.4,1.35,5.4,8.0,764.889
99,CoRoT-19 b,CoRoT-19,b,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,97.0335983,-0.1707293,-5.26125,210.42057,-23.42296,97.66499,3.89713,14.46,1.29,352.78,1.11,Mass,0.71,F9 V,6090.0,1.65,1.21,0.544,5.0,4.07,0.38,,6.0,790.663
100,CoRoT-2 b,CoRoT-2,b,2,1,Transit,2008,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,291.7770457,1.3836634,-7.29102,38.26267,23.0439,293.76505,1.7429935,16.432,1.466,1102.82,3.47,Mass,1.47,,5625.0,0.91,0.96,-0.131,2.7,4.53,1.814,4.52,10.87,213.283
101,CoRoT-20 b,CoRoT-20,b,1,2,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,97.7204249,0.2268931,-4.4686,210.38123,-22.98779,98.39095,9.24285,9.416,0.84,1366.669,4.3,Mass,8.87,G2 V,5880.0,1.02,1.14,0.17,0.1,4.35,1.51,,4.5,844.061
102,CoRoT-20 c,CoRoT-20,c,1,2,Radial Velocity,2018,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,97.7204249,0.2268931,-4.4686,210.38123,-22.98779,98.39095,1675.0,12.2,1.09,5403.11,17.0,Msini,16.4,G2 V,4947.5,1.37,1.14,0.006,0.1,4.35,1.51,,4.5,844.061
103,CoRoT-21 b,CoRoT-21,b,1,1,Transit,2012,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,101.0526207,-0.2991544,-1.74447,212.37415,-23.27744,102.0459,2.72474,14.572,1.3,718.2958,2.26,Mass,1.36,F8 IV,6200.0,1.95,1.29,0.705,4.1,3.7,0.255,,11.0,1398.8341969
104,CoRoT-22 b,CoRoT-22,b,1,1,Transit,2014,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,280.6671392,6.2191669,4.775,37.48307,29.20889,282.17043,9.75598,4.88,0.435,12.2,0.038,Mass,0.249,G3 V,5939.0,1.14,1.1,0.014,3.3,4.36,1.027,,4.0,627.158
105,CoRoT-23 b,CoRoT-23,b,1,1,Transit,2011,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,279.7826586,4.3577516,4.71959,35.41749,27.42413,281.00355,3.6313,11.77,1.05,889.9,2.8,Mass,3.0,G0 V,5900.0,1.61,1.14,0.087,7.2,4.3,0.5,,9.0,1060.97
106,CoRoT-24 b,CoRoT-24,b,1,2,Transit,2014,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,101.922543,-3.7192892,-2.52763,215.81744,-26.6085,103.33092,5.1134,3.7,0.33,5.7,0.018,Mass,0.9,K1 V,4950.0,0.86,0.91,-0.601,11.0,4.55,1.94863,,2.0,591.555
107,CoRoT-24 c,CoRoT-24,c,1,2,Transit,2014,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,101.922543,-3.7192892,-2.52763,215.81744,-26.6085,103.33092,11.759,5.0,0.44,28.0,0.088,Mass,1.3,K1 V,4950.0,0.86,0.91,-0.601,11.0,4.55,1.94863,,2.0,591.555
108,CoRoT-25 b,CoRoT-25,b,1,1,Transit,2013,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,280.6296561,6.5138223,4.94113,37.73014,29.50564,282.15248,4.86069,12.11,1.08,85.81,0.27,Mass,0.15,F9,6040.0,1.19,1.09,0.141,4.5,4.31,0.64637,,4.3,1103.48
109,CoRoT-26 b,CoRoT-26,b,1,1,Transit,2013,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,279.7504991,6.9697828,5.926,37.74453,30.03087,281.19643,4.20474,14.12,1.26,165.26,0.52,Mass,0.28,G5,5590.0,1.79,1.09,0.451,8.6,3.99,,,2.0,1045.18
110,CoRoT-27 b,CoRoT-27,b,1,1,Transit,2014,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,278.4958319,5.5383811,6.39649,35.89455,28.6935,279.64636,3.57532,11.287,1.007,3302.11,10.39,Mass,12.6,G2,5900.0,1.08,1.05,-0.166,4.21,4.4,1.24,,4.0,1010.28
111,CoRoT-28 b,CoRoT-28,b,1,1,Transit,2015,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,278.6883216,5.5736911,6.24131,36.01305,28.71575,279.87089,5.20851,10.705,0.955,153.82972,0.484,Mass,0.69,G8/9 IV,5150.0,1.78,1.01,0.388,12.0,3.6,0.27,,3.0,766.183
112,CoRoT-29 b,CoRoT-29,b,1,1,Transit,2015,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,278.9020691,6.4795703,6.45872,36.92336,29.60462,280.18597,2.85057,10.088,0.9,270.1555,0.85,Mass,1.45,K0 V,5260.0,0.9,0.97,-0.094,4.5,4.3,1.825,,3.5,806.507
113,CoRoT-3 b,CoRoT-3,b,1,1,Transit,2008,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,292.0552827,0.1218359,-8.12065,37.26302,21.75377,293.84289,4.2568,11.32,1.01,6883.91,21.66,Mass,26.4,F3 V,6740.0,1.56,1.37,0.391,2.2,4.22,0.431,,17.0,768.771
114,CoRoT-30 b,CoRoT-30,b,1,1,Transit,2020,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,277.6011767,6.8359338,7.77355,36.66096,30.04524,278.72682,9.06005,11.31,1.009,921.707,2.9,Mass,3.45,G3 V,5650.0,0.91,0.98,-0.197,3.0,4.4,1.54162,,4.3,1032.23
115,CoRoT-31 b,CoRoT-31,b,1,1,Transit,2020,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,94.820735,-4.4222978,-9.16321,213.22491,-27.77069,95.43379,4.62941,16.365,1.46,266.9772,0.84,Mass,0.33,G2 IV,5700.0,2.15,1.25,0.398,4.7,3.85,0.1518,,2.8,2005.76
116,CoRoT-35 b,CoRoT-35,b,1,1,Transit,2022,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,289.3143526,-2.7747085,-7.00809,33.40059,19.30125,290.4896,3.22748,18.831,1.68,349.61125,1.1,Mass,0.29,F6 V,6390.0,1.65,1.01,0.362,6.1,4.01,0.44716,,8.8,1123.21
117,CoRoT-36 b,CoRoT-36,b,1,1,Transit,2022,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,277.7510149,7.1833465,7.79576,37.04172,30.38285,278.92331,5.616531,15.805,1.41,216.12332,0.68,Mass,0.25,F3 V,6730.0,1.52,1.32,0.813,2.1,4.16,0.23732,,25.6,925.958
118,CoRoT-4 b,CoRoT-4,b,1,1,Transit,2008,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,102.1946233,-0.6727861,-0.89847,213.22759,-23.54991,103.32114,9.20205,13.34,1.19,228.83,0.72,Mass,0.525,,6190.0,1.17,1.16,0.185,1.0,4.41,1.11,8.9,6.4,726.412
119,CoRoT-5 b,CoRoT-5,b,1,1,Transit,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,101.2772396,0.8152163,-1.0362,211.48472,-22.14821,102.18381,4.0378962,15.558,1.388,148.42,0.467,Mass,0.217,F9 V,6100.0,1.19,1.0,0.18,6.9,4.19,1.01,,1.0,882.472
120,CoRoT-6 b,CoRoT-6,b,1,1,Transit,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,281.0725563,6.6632062,4.6158,38.06304,29.61659,282.67121,8.886593,13.068,1.166,940.74,2.96,Mass,2.32,F9 V,6090.0,1.03,1.05,0.026,2.5,4.43,1.31,6.4,7.6,645.294
121,CoRoT-7 b,CoRoT-7,b,1,3,Transit,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,100.9561682,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,0.85359163,1.681,0.15,4.07661,0.01283,Mass,9.355,G9 V,5275.0,0.83,0.82,-0.289,1.8,4.5,2.0,,3.5,159.906
122,CoRoT-7 c,CoRoT-7,c,1,3,Radial Velocity,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,100.9561682,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,3.698,2.83,0.253,8.4,0.02643,Mass,2.04,G9 V,5256.0,0.86,0.9,-0.289,1.8,4.52,1.96324,,3.5,159.906
123,CoRoT-7 d,CoRoT-7,d,1,3,Radial Velocity,2022,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,100.9561682,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,8.966,4.31,0.384,17.142,0.05393,Mass,1.18,G9 V,5250.0,0.84,0.92,-0.292,1.8,4.57,2.354,,3.5,159.906
124,CoRoT-8 b,CoRoT-8,b,1,1,Transit,2010,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,291.5885696,1.4262972,-7.10426,38.21286,23.11609,293.57414,6.21229,6.39,0.57,69.92,0.22,Mass,1.6,K1 V,5080.0,0.77,0.88,-0.4,3.0,4.58,2.7,,2.0,322.037
125,CoRoT-9 b,CoRoT-9,b,2,1,Transit,2009,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,280.7866461,6.2040783,4.66217,37.52335,29.18378,282.3007,95.272656,11.949,1.066,266.9772,0.84,Mass,0.86,G3 V,5625.0,0.96,0.96,-0.254,6.0,4.54,1.51,,3.5,412.98
126,CoRoTID 223977153 b,CoRoTID 223977153,b,1,1,Transit,2017,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,100.1951714,9.2573953,1.86373,203.48237,-13.81584,100.36401,6.71837,6.389,0.57,47.6745,0.15,Mass,1.1,G0 VI,5970.0,0.79,1.08,-0.155,,4.67,1.57283,,3.2,576.683
127,DE CVn b,DE CVn,b,2,1,Eclipse Timing Variations,2018,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,201.7207198,45.5455449,70.27803,104.28761,49.28848,175.94362,4098.1,12.4,1.1,3823.2733,12.0293,Msin(i)/sin(i),11.0,,3579.0,0.42,0.51,-1.574,,4.8,7.71066,,,30.5225
128,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,1,1,Astrometry,2013,Ground,Paranal Observatory,8.2 m ESO VLT UT1 Antu Telescope,FORS2 Spectrograph,125.7620668,-49.2003008,-6.82669,265.61638,-64.88262,154.10966,246.36,11.9,1.06,9057.77,28.5,Mass,29.5,L1.5,,,0.07,,1.0,,,,,20.77
129,DH Tau b,DH Tau,b,1,1,Imaging,2004,Ground,Subaru Telescope,8.2 m Subaru Telescope,CIAO Camera,67.4231674,26.5493897,-14.93888,171.89958,4.67616,69.84359,,30.264,2.7,3496.0,11.0,Mass,0.693,M0.5,4371.0,0.27,0.33,-0.212,0.001,4.0,0.37705,,,134.846
130,DMPP-1 b,DMPP-1,b,1,4,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,86.7761233,-10.6303217,-19.05301,215.35863,-34.02682,86.17602,18.57,5.29,0.472,24.27,0.07636,Msini,0.901,F8 V,6196.0,1.26,1.21,0.32,2.01,4.41,0.81281,,3.41,62.5388
131,DMPP-1 c,DMPP-1,c,1,4,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,86.7761233,-10.6303217,-19.05301,215.35863,-34.02682,86.17602,6.584,3.06,0.273,9.6,0.0302,Msini,1.84,F8 V,6196.0,1.26,1.21,0.32,2.01,4.41,0.81281,,3.41,62.5388
132,DMPP-1 d,DMPP-1,d,1,4,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,86.7761233,-10.6303217,-19.05301,215.35863,-34.02682,86.17602,2.882,1.65,0.147,3.35,0.01054,Msini,4.1,F8 V,6196.0,1.26,1.21,0.32,2.01,4.41,0.81281,,3.41,62.5388
133,DMPP-1 e,DMPP-1,e,1,4,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,86.7761233,-10.6303217,-19.05301,215.35863,-34.02682,86.17602,5.516,1.86,0.166,4.13,0.01299,Msini,3.53,F8 V,6196.0,1.26,1.21,0.32,2.01,4.41,0.81281,,3.41,62.5388
134,DMPP-2 b,DMPP-2,b,1,1,Radial Velocity,2019,Ground,Multiple Facilities,Multiple Telescopes,Multiple Instruments,27.407731,-34.4590985,-75.5342,246.92255,-42.07502,9.55081,5.2072,14.3,1.28,138.89171,0.437,Msini,0.261,F5 V,6500.0,1.78,1.44,0.104,2.0,4.1,0.24354,,5.1,137.94
135,DMPP-3 A b,DMPP-3 A,b,2,1,Radial Velocity,2019,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,91.624382,-72.5126648,-29.14463,283.20965,-84.02157,265.30883,6.6732,1.41,0.126,2.58,0.00812,Msini,5.06,K0 V,5138.0,0.91,0.87,-0.293,10.9,4.3,,21.8,1.97,45.23
136,DMPP-4 b,DMPP-4,b,1,1,Radial Velocity,2023,Multiple Locales,Multiple Observatories,Multiple Telescopes,Multiple Instruments,293.5826648,51.2358069,14.58774,83.46183,70.67254,319.18331,3.4982,3.53,0.315,12.2,0.03839,Msini,1.52,F5-F8 V,6400.0,1.38,1.25,0.459,2.15,4.24,0.64076,,7.5,25.3284
137,DP Leo b,DP Leo,b,2,1,Eclipse Timing Variations,2009,Ground,Yunnan Astronomical Observatory,2.4 m Lijiang Station Telescope,6K CCD Mosaic,169.3162193,17.9615717,66.45634,230.89636,12.2855,163.07413,10220.0,12.7,1.14,1995.88832,6.28,Mass,5.35,,13500.0,0.01,0.69,-2.4,,,,,,305.684
138,DS Tuc A b,DS Tuc A,b,2,1,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,TESS CCD Array,354.9154673,-69.196043,-46.63356,312.10146,-57.6872,311.43551,8.138268,5.7,0.509,413.179,1.3,Mass,,G6 V,5428.0,0.96,1.01,-0.14,0.045,4.6,2.4,2.85,17.8,44.0622
139,EPIC 201170410.02,EPIC 201170410,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,170.1408561,-4.8070039,51.24569,264.99528,-8.32309,172.84294,6.7987,1.047,0.093,1.15,0.0036,M-R relationship,5.51,,3648.0,0.28,0.29,-1.9,,5.0,,,,134.0
140,EPIC 201238110 b,EPIC 201238110,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,179.7058532,-3.3894613,56.94662,278.31843,-3.22646,181.07597,28.1656,1.87,0.167,4.16,0.0131,M-R relationship,3.5,,3587.0,0.37,0.41,-1.508,,4.78,6.73294,,,159.259
141,EPIC 201427007 b,EPIC 201427007,b,1,1,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,184.6021322,-0.5512886,61.20318,285.58634,1.3229,184.43869,0.72091,1.5,0.134,2.86,0.00899,M-R relationship,4.66,,5633.0,0.94,0.93,-0.049,,4.4,1.02055,,,706.391
142,EPIC 201497682 b,EPIC 201497682,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,168.9366786,0.4880606,54.82399,258.19387,-3.92857,169.63431,2.13174,0.692,0.062,0.26,0.00082,M-R relationship,4.31,,4991.0,0.55,0.78,-0.766,,4.63,3.22926,,,253.026
143,EPIC 201595106 b,EPIC 201595106,b,1,1,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,183.7203635,1.9681688,63.35883,282.19917,3.28517,182.6276,0.877214,1.3,0.116,2.24,0.00705,M-R relationship,5.6,,5820.0,0.93,1.02,-0.026,,4.6,1.47541,,3.62,232.1
144,EPIC 201615463 c,K2-166,c,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,185.1880932,2.2823788,64.0901,285.15815,4.15639,183.85124,3.80464,1.22,0.109,1.98,0.00624,M-R relationship,5.99,,5942.5,1.6,1.07,0.458,,4.09,0.42293,,,476.882
145,EPIC 201754305 d,K2-16,d,1,3,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,175.0972238,4.5574311,61.77713,262.91176,2.23585,173.68916,2.71578,1.03,0.092,1.08,0.0034,M-R relationship,5.43,K3 V,4761.0,0.54,0.67,-0.761,,4.63,2.95996,,2.0,334.967
146,EPIC 201757695.02,EPIC 201757695,b,1,1,Transit,2020,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,173.9385102,4.6164303,61.14782,260.8805,1.83241,172.60462,2.0478,0.908,0.081,0.688,0.00217,M-R relationship,5.05,,4520.0,0.66,0.73,-0.364,,4.66,,,,577.6
147,EPIC 201833600 c,K2-50,c,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,169.483654,5.988289,59.32248,252.27127,1.34727,167.98527,3.96151,1.0,0.089,0.972,0.00306,M-R relationship,5.34,,4292.67,0.63,0.61,-0.874,,4.74,2.55179,,,257.443
148,EPIC 201841433 b,EPIC 201841433,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,175.206752,6.1348146,63.11979,261.10589,3.72695,173.16246,4.1698,1.04,0.093,1.12,0.00352,M-R relationship,5.47,,5053.0,0.63,0.8,-0.635,,4.6,2.65207,,,436.488
149,EPIC 205950854 c,K2-168,c,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,333.1100738,-16.3418863,-51.71337,40.91076,-4.90552,329.19967,8.050722,1.31,0.117,2.27,0.00714,M-R relationship,5.55,,5502.7,0.83,0.88,-0.176,,4.39,1.2704,,,243.935
150,EPIC 206024342 b,EPIC 206024342,b,1,3,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,331.2771441,-14.1218019,-49.1871,42.94366,-2.20455,328.3257,4.50756,1.7,0.152,3.53,0.0111,M-R relationship,3.95,,5724.0,0.82,0.93,-0.17,,4.59,2.3828,,,369.888
151,EPIC 206024342 c,EPIC 206024342,c,1,3,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,331.2771441,-14.1218019,-49.1871,42.94366,-2.20455,328.3257,0.911724,1.4,0.125,2.54,0.008,M-R relationship,5.09,,5724.0,1.1,0.93,-0.17,,4.5,2.3828,,,369.888
152,EPIC 206024342 d,EPIC 206024342,d,1,3,Transit,2021,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,331.2771441,-14.1218019,-49.1871,42.94366,-2.20455,328.3257,14.647531,2.6,0.232,7.27,0.0229,M-R relationship,2.27,,5724.0,1.1,0.93,-0.17,,4.5,2.3828,,,369.888
153,EPIC 206032309 b,EPIC 206032309,b,1,1,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,341.2404563,-13.9011223,-57.69594,50.70238,-5.52299,337.42909,2.87814,1.01,0.09,1.01,0.00317,M-R relationship,5.39,,3489.0,0.37,0.22,-1.73,,4.85,9.77858,,,161.365
154,EPIC 206042996 b,EPIC 206042996,b,1,2,Transit,2019,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,337.5136198,-13.6101475,-54.37586,48.06541,-3.90104,334.1687,5.2986,1.7,0.152,3.53,0.0111,M-R relationship,3.95,,4114.0,0.5,0.57,-0.98,,4.8,2.90458,,,451.769
